Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/__tests__/MultiRequire.js Map 66 13 234
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Operations.js nan 837 20 5736 =======> 0.049306578934
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Operations.js reify 847 7 5739 =======> 0.989903330803
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Operations.js validateEntry 851 0 5745 =======> 0.028801294044
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Operations.js collectionClass 857 0 5752 =======> 0.913731992245
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Operations.js makeSequence 865 0 5758 =======> 0.881787061691
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Operations.js cacheResultThrough 876 0 5766 =======> 0.000124456797
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Operations.js defaultComparator 885 0 5772 =======> 0.057606481016
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 12 13 5818 =======> 0.471172899008
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 17 40 5830 =======> 0.011024020612
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 20 23 5839 =======> 0.004841431044
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 24 11 5846 =======> 0.078819431365
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 28 10 5852 =======> 0.054655753076
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 34 5 5858 =======> 0.077723756433
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 41 7 5870 =======> 0.004267468583
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 55 5 5882 =======> 0.087377876043
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 59 8 5888 =======> 0.170713633299
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 63 11 5893 =======> 0.013000895269
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 65 6 5898 =======> 0.012018516660
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 70 12 5903 =======> 0.015925556421
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 74 15 5911 =======> 0.020169317722
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js makeOrderedMap 99 0 5932 =======> 0.259412914515
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js emptyOrderedMap 111 7 5945 =======> 0.804184436798
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js updateOrderedMap 118 0 5950 =======> 0.050969596952
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 131 28 5967 =======> 0.003809954273
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedMap.js nan 134 13 5974 =======> 0.014487395063
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js nan 12 13 6026 =======> 0.714922428131
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js nan 17 40 6038 =======> 0.012097246014
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js nan 20 23 6047 =======> 0.003764237044
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js nan 24 11 6053 =======> 0.078877285123
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js nan 28 17 6059 =======> 0.221874833107
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js nan 32 10 6067 =======> 0.054889403284
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js makeOrderedSet 48 0 6080 =======> 0.003936598077
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/OrderedSet.js emptyOrderedSet 57 0 6093 =======> 0.112007796764
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 14 13 6138 =======> 0.722358942032
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 39 10 6170 =======> 0.036737676710
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 53 5 6177 =======> 0.703383207321
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 59 10 6187 =======> 0.270401448011
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 68 7 6196 =======> 0.342945575714
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 84 9 6212 =======> 0.263343483210
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 95 13 6223 =======> 0.066014312208
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 99 11 6228 =======> 0.067300505936
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 113 12 6250 =======> 0.057192701846
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 118 24 6259 =======> 0.067415267229
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Range.js nan 128 8 6274 =======> 0.244194716215
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 25 13 6821 =======> 0.179430902004
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 33 7 6835 =======> 0.494217395782
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 37 10 6839 =======> 0.056334111840
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 41 13 6845 =======> 0.816362798214
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 51 11 6859 =======> 0.096428409219
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 69 12 6882 =======> 0.128131136298
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 74 26 6890 =======> 0.051197178662
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 87 13 6908 =======> 0.312485963106
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 99 12 6927 =======> 0.055556558073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 105 13 6934 =======> 0.413553297520
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 117 11 6953 =======> 0.068589217961
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 121 14 6958 =======> 0.063173182309
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 125 10 6961 =======> 0.056177612394
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 131 13 6969 =======> 0.385494112968
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 137 11 6979 =======> 0.073472030461
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 141 10 6983 =======> 0.062908530235
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 156 13 6994 =======> 0.759487926960
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 161 5 6999 =======> 0.142857223749
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 165 11 7008 =======> 0.158545792103
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 178 12 7023 =======> 0.347265273333
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 182 24 7029 =======> 0.059881877154
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 193 13 7043 =======> 0.847940206528
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 202 5 7058 =======> 0.077866889536
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 209 5 7066 =======> 0.680185914040
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 213 11 7071 =======> 0.060937035829
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 227 12 7086 =======> 0.159923553467
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 232 24 7093 =======> 0.057172369212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 244 13 7107 =======> 0.857103884220
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 249 19 7111 =======> 0.016592204571
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 267 20 7137 =======> 0.014166978188
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js nan 277 24 7153 =======> 0.119095005095
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js emptySequence 288 0 7162 =======> 0.929550230503
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js keyedSeqFromValue 292 7 7167 =======> 0.886903166771
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js indexedSeqFromValue 306 7 7183 =======> 0.790589809418
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js seqFromValue 316 0 7190 =======> 0.001884773024
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Seq.js maybeIndexedSeqFromValue 333 0 7207 =======> 0.324234992266
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 17 13 7261 =======> 0.676741302013
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 22 33 7274 =======> 0.012843751349
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 25 23 7283 =======> 0.002954076044
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 29 11 7289 =======> 0.079051323235
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 33 17 7295 =======> 0.186576351523
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 37 18 7303 =======> 0.402392148972
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 44 14 7320 =======> 0.433765470982
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 51 10 7331 =======> 0.055216249079
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 57 5 7337 =======> 0.247784227133
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 63 5 7342 =======> 0.139882549644
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 67 8 7349 =======> 0.170163035393
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 71 7 7355 =======> 0.049312256277
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 77 5 7361 =======> 0.097428381443
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 83 27 7371 =======> 0.012752192095
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 97 7 7383 =======> 0.086853004992
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 98 25 7388 =======> 0.038713041693
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 105 30 7399 =======> 0.052261412144
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 110 43 7409 =======> 0.003743291134
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 116 11 7412 =======> 0.106766171753
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 120 22 7417 =======> 0.181268200278
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 122 17 7423 =======> 0.000963307277
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 123 23 7428 =======> 0.255071610212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 127 30 7435 =======> 0.014912799932
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 128 23 7437 =======> 0.024730660021
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 134 10 7441 =======> 0.097073927522
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 138 22 7446 =======> 0.174473345280
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 140 17 7451 =======> 0.002106757602
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 141 21 7455 =======> 0.357927590609
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 145 30 7460 =======> 0.014946775511
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 146 23 7462 =======> 0.024729991332
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 152 6 7466 =======> 0.167161658406
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 157 8 7473 =======> 0.142074972391
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 162 12 7479 =======> 0.070044830441
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 166 11 7484 =======> 0.013075669296
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 167 31 7489 =======> 0.011384092271
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 170 12 7494 =======> 0.016119321808
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 174 15 7500 =======> 0.021700413898
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 200 36 7520 =======> 0.001159925130
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js nan 203 38 7525 =======> 0.002443722682
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js updateSet 210 0 7530 =======> 0.125209629536
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js makeSet 223 0 7538 =======> 0.586873412132
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Set.js emptySet 232 0 7547 =======> 0.939191341400
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 15 13 7600 =======> 0.673768162727
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 23 11 7614 =======> 0.079738907516
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 27 10 7620 =======> 0.054756030440
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 33 5 7626 =======> 0.161087170243
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 42 6 7640 =======> 0.178739279509
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 48 6 7644 =======> 0.030003193766
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 70 9 7666 =======> 0.236456573009
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 81 19 7679 =======> 0.011088671163
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 98 5 7688 =======> 0.045257788152
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 102 7 7694 =======> 0.010232928209
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 116 7 7702 =======> 0.088757641613
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 143 15 7729 =======> 0.024326262996
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 160 11 7742 =======> 0.032717697322
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 163 8 7751 =======> 0.006399944890
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 178 12 7767 =======> 0.019820507616
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 184 24 7778 =======> 0.067176006734
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 206 38 7791 =======> 0.001277130097
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js nan 209 40 7796 =======> 0.002802246949
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js makeStack 213 0 7800 =======> 0.952316880226
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/Stack.js emptyStack 224 0 7810 =======> 0.828891038895
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js MakeRef 14 7 7831 =======> 0.630349218845
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js SetRef 18 7 7837 =======> 0.867978274822
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js OwnerID 27 7 7842 =======> 0.283796936274
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/immutable-js/src/TrieUtils.js ensureSize 29 7 7845 =======> 0.923640489578
